-11.0858810592,65.1266457596,161.0071506330,-56.9733462678,-9.8638479607,37.8920878208,-92.3287447515,10.5615583319,26.2752112502,-74.7095837759,128.0850555357,-67.3514611658,157.5045251350,-156.1572815133,43.5863282975,-98.4732468957,-12.1012299412,29.4234313813,145.5959101662,44.5156949050,2.8218320862,18.6185950141,-64.0805636434,-89.9871014012,-100.3203880963,76.4759130300,136.2845796990,-118.2558142420
11.6711711335,-65.6069377819,-162.8104683437,54.8651119815,10.8973357873,-38.7662969770,93.0367943394,-10.5093996912,-26.0348073596,72.4316402840,-126.6946981904,69.0668335494,-158.2034600775,157.9966980917,-43.2603891786,100.9632808501,15.4362042898,-26.9497144666,-144.9799681052,-46.3534981496,-2.2180221931,-16.6433355312,64.2740545659,89.8434084905,101.2075223503,-77.4569267452,-138.7871427584,116.2442582276
12.1638218063,-67.8609237829,-158.7086190262,59.4142092811,10.3514332370,-38.4156292024,91.6123560416,-9.9211545136,-25.2355413193,73.0681209656,-128.1373443362,68.2209448751,-156.6435379486,155.5974292857,-44.8793635663,98.3315315777,12.7116861099,-28.6043311205,-144.2996731829,-44.5198058374,-3.8804879740,-16.9653289791,62.4193905978,90.7718865079,101.7003566799,-75.2187896193,-136.9730837095,117.8260169950
11.3159046221,-67.2322995821,-162.9685511865,56.8382664667,10.1968800621,-36.9660531821,91.9151800918,-11.0645967867,-26.1153559143,73.1296310889,-128.4637388941,68.2231010136,-158.5682585489,158.4699590904,-43.1690139469,96.9363868767,12.1784775609,-26.8883197156,-143.1124566540,-45.7494826800,-3.0022178844,-19.7315470081,64.6998149543,89.4995637191,100.8222482678,-78.6611054362,-136.6038857299,118.4376906481
-12.6083686995,65.7117277840,160.3022773542,-58.1545527326,-10.4467987762,37.5197810473,-92.3368961570,8.0046015527,25.7473915399,-71.5222817826,127.0905183312,-70.9398529467,158.4931154016,-153.7254939777,43.1877891716,-98.4585387045,-13.4656277651,28.0950417963,143.6173177704,45.5814478285,1.2431797341,17.4223838251,-64.0433731465,-89.6340984357,-98.4299803552,77.1434744269,137.2002298582,-117.8592438426
-11.0222842145,65.2604795703,162.1179520764,-55.9426235305,-10.6406846614,38.5881451907,-91.3728709566,11.4662923958,25.1363638991,-72.1867918538,127.3893506732,-70.1329957184,157.1220637064,-156.4899657769,42.9530596431,-98.4114621812,-13.0831306481,29.1890240756,144.8592682227,44.6971690542,2.7435824231,16.8659680437,-61.7667593150,-91.7786982907,-101.2889077243,76.5461714686,137.1487319219,-119.1999155906
12.3650901067,-66.8679443756,-160.5007902660,56.6954664635,10.1704136328,-38.6973345819,94.2504560697,-11.0420696881,-27.5582666153,72.4726223814,-127.1011124012,68.3021106061,-160.0987672310,155.7951556397,-43.3156616386,98.8732732171,15.1775871271,-28.2325667587,-145.4303638682,-46.5808704383,-4.9131031588,-17.3248477976,63.0422051339,92.1614910615,99.9562114653,-76.4731352747,-135.8999972391,117.2560916570
-12.8962777901,64.6417777696,162.7737573662,-57.2823313223,-9.5355036752,36.4337279143,-92.7074808824,9.5917548086,25.4884640926,-73.2393995988,128.9300304410,-68.1132785615,158.5141033705,-155.8731280220,46.4905643161,-97.4680104786,-11.8544496053,28.3997813907,144.9106219753,44.7369190342,4.0072913722,18.2756061654,-65.2307242541,-90.1181010855,-101.2788510499,75.8594220103,136.0195949125,-117.6213488307
11.7563207197,-66.3237370410,-161.0259990820,56.9002102064,10.8639094429,-38.5186254921,93.8643700826,-10.8358972516,-25.7498425676,72.4683552253,-128.5812074896,66.9814065632,-158.7460879188,155.9055153532,-44.9806754883,97.5703467661,12.6488353217,-27.9595276561,-143.6804089293,-45.7146448977,-2.2243422524,-18.1767139535,63.7056943359,92.6586451782,99.2674330053,-77.2254873411,-137.5311274576,118.4579463926
13.1836288619,-66.7130086580,-158.9078411140,56.5477247955,11.5892184274,-38.9273760858,91.4509867179,-9.3710740354,-27.3657788986,72.4235201644,-127.9966180083,69.8125299152,-157.6163097720,155.1411793930,-45.8917911943,97.0706538493,14.1027431244,-28.5286856142,-143.8635666415,-44.9049850143,-1.1932890967,-13.9181865554,63.0063047199,91.0715030683,98.1607676324,-76.2323292912,-136.6366384673,117.2786110666
-12.6499961066,65.9680540720,163.2920991459,-55.5744288312,-12.4418209092,37.0718874278,-90.7757559764,9.7087624814,24.2710712904,-73.0566646101,126.3016261813,-68.7496290293,159.4719730120,-155.1934298975,43.6598831710,-98.4859529370,-14.3380149358,28.6317666021,144.4009344771,44.9785232879,2.6065618501,16.3854223590,-64.2244668393,-91.8115382446,-100.4101609317,77.1300257266,136.9168551910,-117.9722678688
