-0.8536232710,-0.7244046926,0.2618388236,0.4901453555,-0.5690571070,-0.8427187800,-0.4702634513,-0.4146900773,-1.4953497648,0.1898240298,-1.6869388819,-0.0643524751,-0.7722548842,0.2073112726,-1.2475464344,1.1235145330,-0.4500894845,-0.4735741317,1.1237086058,0.1974326521,-1.3489676714,1.0856940746,-0.3572945297,0.9211353064,-0.6918805838,1.5326511860,0.3430342674,0.9596352577,1.0293252468,-0.9495001435,0.1331142038,-1.5164318085,-0.7242845893,0.2854147553,-0.9497215152,-0.9589733481,-0.3329839408,-0.3200090528,-1.8514766693,-0.0507618934,0.4456512928,-0.2052911669,-1.5680078268,0.9190899730,-0.9446997046,-0.2917868197,-0.2136346996,2.5530402660,0.0207989644,0.2839338183,-0.1381910443,-0.4156754017,0.9439155459,-0.0210857820,-0.1200107932,-0.6047869921,0.2235859185,-0.8025813699,1.2479407787,-1.6705480814,-0.1921001524,-0.1490655243,0.6201723218,-1.2551256418,-0.0114443181,1.9595588446,0.1146455258,1.2882225513,-0.4957364798,1.7399280071,-0.1042063460,-0.4114459455,-1.1191953421,-0.9364930391,-0.3669588268,1.8687995672,0.2281185091,0.1846919805,-0.5903348327,0.0429353751,-0.9845240712,0.7348408699,-0.5273016691,0.9565564394,-0.2357598394,0.2914506495,0.3349336982,-0.4271343052,0.3902785182,-1.3715956211,1.4842057228,0.2582642436,0.3508776724,0.7268549800,-1.1276015043,-0.3507739902,1.0052120686,1.4947594404,-0.2612827718,0.1460051835
-0.3781601787,-0.9732804894,0.6921123266,-1.0519125462,-2.4434754848,-0.2111058086,-0.0306261387,-0.0219008308,-0.5855586529,0.9977600574,0.0271953847,-0.1252071410,-0.1891711801,-0.4963902235,0.3596580625,0.4563182890,0.5352685452,-1.8179011345,-1.4319477081,0.3795268834,-1.6852554083,1.3760973215,1.6727218628,-0.1795657128,0.3687776923,-0.7875819206,1.1052553654,1.4782149792,-2.0001080036,-0.1420245469,0.1794306338,-0.7064487338,-0.3545281589,0.3311868310,0.7471783757,0.1710548699,-1.3685526848,1.3707478046,0.4035083652,-0.0448526926
-0.6821820736,0.1140281931,0.7237869501,0.4019007385
